id,Carats,Cert,Clarity,Color,Cut,Depth,Known_Conflict_Diamond,Measurements,Polish,Regions,Shape,Symmetry,Table,Vendor,Offers,Estimated_Offers
9752,0.7,AGSL,VS2,H,Excellent,,,5.71x5.68x3.54,Excellent,DR Congo,Round,Excellent,,1,,3022.86
9753,0.7,GemEx,SI1,J,Excellent,62.6,,5.68x5.67x3.55,Excellent,Russia,Radiant,Excellent,57.0,1,,2099.5400000000004
9754,0.7,AGSL,SI1,H,Very good,63.2,,5.62x5.63x3.55,Excellent,Russia,Round,Excellent,,1,,2601.4
9755,1.0,AGSL,SI2,E,Very good,,,6.36x6.41x3.89,Very good,Russia,Princess,Good,63.0,2,,5935.813313492065
9756,1.0,AGSL,VS2,I,Very good,60.5,,6.41x6.43x3.88,Excellent,Zimbabwe,Oval,Good,62.0,1,,6758.436904761903
9757,1.0,AGSL,SI2,F,Very good,64.1,,6.28x6.28x4.02,Good,Australia,ROUND,Very good,,1,,5638.26876984127
9758,1.0,AGSL,SI2,H,Very good,,,6.35x6.37x4,Very good,Botswana,Oval,Very good,,1,,5895.377380952384
9759,0.7,AGSL,SI2,E,Good,60.2,,5.68x5.71x3.43,Excellent,Russia,Round,Very good,61.0,1,,2835.359166666666
9760,0.7,GemEx,VS2,G,Very good,60.2,,5.77x5.74x3.46,Excellent,Zimbabwe,Round,Excellent,61.0,1,,3236.3972222222224
9761,0.7,AGSL,VS1,I,Very good,,,5.61x5.58x3.54,Excellent,Russia,Oval,Excellent,61.0,1,,2770.625
9762,0.7,AGSL,VS2,F,Very good,63.0,,5.6x5.56x3.52,Very good,Russia,Round,Excellent,,2,,3400.709455266956
9763,1.52,AGSL,VS2,D,Excellent,59.7,,7.49x7.53x4.48,Excellent,South Africa,ROUND,Excellent,58.0,2,,27426.05
9764,1.52,AGSL,SI1,F,Excellent,62.7,,7.27x7.38x4.59,Very good,South Africa,Radiant,Very good,58.0,4,,17541.846130952385
9765,1.52,AGSL,SI2,H,Excellent,61.6,,7.37x7.4x4.55,Excellent,Botswana,Round,Excellent,59.0,3,,11422.7025
9766,1.52,AGSL,SI1,F,Excellent,62.1,,7.32x7.37x4.56,Excellent,Botswana,Pear,Excellent,,3,,16865.025
9767,1.52,AGSL,VS2,E,Excellent,60.2,,7.43x7.45x4.48,Excellent,Other/Unknown,Round,Excellent,60.0,2,,24398.321904761906
9768,5.03,AGSL,VVS1,H,Good,63.0,False,10.76x10.92x6.83,Very good,Russia,Princess,Good,62.0,2,,132770.7
9769,0.6,AGSL,VS1,K,Very good,,,5.39x5.37x3.35,Excellent,DR Congo,Radiant,Excellent,59.0,1,,1486.1
9770,2.3,AGSL,SI1,I,Excellent,62.4,,8.41x8.45x5.26,Excellent,Botswana,Round,Excellent,57.0,2,,27749.88333333333
9771,1.5,,SI1,G,Very good,62.4,,7.24x7.3x4.54,Very good,Australia,Oval,Excellent,60.0,2,,16444.225952380955
9772,1.5,AGSL,SI1,F,Very good,,False,7.32x7.35x4.45,Excellent,Australia,Round,Excellent,61.0,4,,17008.3825
9773,1.5,AGSL,VVS2,D,Very good,61.4,,7.33x7.42x4.53,Very good,Russia,Radiant,Very good,61.0,2,,30373.25
9774,1.7,,VS2,J,Excellent,62.6,,7.62x7.63x4.78,Excellent,Angola,Round,Excellent,,3,,12691.008333333335
9775,1.51,AGSL,SI2,E,Excellent,61.9,,7.32x7.34x4.54,Excellent,Australia,Round,Very good,57.0,4,,14951.862500000005
9776,1.51,AGSL,SI2,F,Excellent,63.2,,7.28x7.31x4.61,Excellent,Russia,Cushion,Excellent,57.0,3,,12550.790833333333
9777,1.51,AGSL,VS2,J,Very good,58.2,,7.55x7.58x4.41,Excellent,Australia,Round,Very good,58.0,2,,11043.3
9778,1.51,AGSL,SI1,G,Excellent,61.0,,7.4x7.43x4.52,Excellent,South Africa,Emerald,Excellent,58.0,4,,17042.05666666667
9779,0.74,GemEx,SI1,E,Very good,60.9,False,5.85x5.87x3.57,Very good,DR Congo,Princess,Excellent,,3,,4382.65
9780,1.51,AGSL,SI1,F,Very good,,,7.35x7.37x4.53,Excellent,Angola,Princess,Excellent,59.0,4,,17608.01305735931
9781,1.51,AGSL,SI2,J,Excellent,62.2,,7.28x7.33x4.54,Very good,Other/Unknown,Round,Excellent,,3,,10618.008333333335
9782,1.51,AGSL,SI2,D,Very good,59.2,,7.42x7.45x4.4,Very good,Angola,Radiant,Very good,60.0,2,,13795.28
9783,1.51,AGSL,SI1,I,Excellent,59.2,,7.48x7.5x4.44,Excellent,Angola,Round,Excellent,60.0,3,,12339.921785714287
9784,1.4,AGSL,SI1,L,Excellent,59.8,,7.27x7.29x4.35,Excellent,Other/Unknown,Round,Excellent,60.0,4,,6568.091666666666
9785,1.4,,SI2,E,Excellent,60.4,,7.23x7.6x4.37,Excellent,Russia,Round,Excellent,,3,,12266.4625
9786,1.36,AGSL,SI1,E,Excellent,61.9,False,7.07x7.1x4.39,Excellent,Zimbabwe,Marquise,Excellent,58.0,3,,13455.783333333333
9787,1.09,AGSL,SI1,I,Excellent,62.2,,6.6x6.57x4.1,Excellent,DR Congo,Round,Very good,,4,,7520.179166666668
9788,1.51,AGSL,SI1,G,Excellent,61.7,,7.33x7.38x4.54,Excellent,Canada,Oval,Excellent,58.0,4,,16926.893571428573
9789,1.51,AGSL,SI1,G,Excellent,61.7,False,7.31x7.35x4.53,Excellent,South Africa,Round,Excellent,,3,,17042.05666666667
9790,1.51,AGSL,SI2,I,Excellent,62.1,,7.29x7.35x4.55,Excellent,Canada,Round,Excellent,58.0,2,,11068.3525
9791,1.51,AGSL,SI2,F,Excellent,62.5,,7.28x7.34x4.57,Excellent,Russia,ROUND,Excellent,58.0,2,,12550.790833333333
9792,1.51,,VVS2,D,Very good,64.4,,7.15x7.19x4.62,Excellent,Canada,Round,Excellent,58.0,2,,31304.125
9793,1.51,AGSL,SI2,F,Excellent,,,7.44x7.46x4.51,Excellent,Australia,Round,Excellent,59.0,4,,11307.806785714283
9794,1.51,AGSL,VS1,J,Excellent,61.0,,7.38x7.44x4.52,Excellent,Australia,Princess,Excellent,59.0,2,,14268.8
9795,1.51,AGSL,VS1,D,Very good,,,7.44x7.52x4.5,Excellent,Russia,Round,Very good,60.0,2,,23959.091666666664
9796,1.51,AGSL,SI1,E,Excellent,,,7.36x7.38x4.47,Excellent,Australia,Round,Excellent,,2,,18204.1
9797,1.51,AGSL,SI2,F,Excellent,61.0,False,7.36x7.44x4.51,Excellent,Russia,Oval,Very good,60.0,4,,12550.790833333333
9798,1.51,AGSL,SI1,D,Excellent,61.1,,7.35x7.39x4.51,Excellent,Australia,Round,Very good,,2,,16730.406666666666
9799,1.51,AGSL,VVS2,H,Excellent,61.5,,7.3x7.35x4.51,Excellent,DR Congo,Princess,Excellent,,2,,16403.480000000003
9800,1.51,AGSL,SI1,I,Excellent,,True,7.45x7.48x4.45,Excellent,Angola,Princess,Excellent,,2,,12339.921785714287
9801,1.5,GemEx,VVS1,D,Very good,,False,7.26x7.36x4.57,Very good,Canada,Marquise,Very good,,2,,33477.903333333335
9802,1.5,AGSL,VVS2,K,Very good,62.6,,7.3x7.33x4.58,Excellent,Russia,Round,Very good,,2,,7990.4
9803,1.5,GemEx,VS2,D,Excellent,,,7.34x7.39x4.5,Excellent,Canada,Round,Excellent,59.0,2,,24336.116666666665
9804,1.42,AGSL,SI2,G,Excellent,,,7.16x7.2x4.46,Excellent,Other/Unknown,Round,Excellent,,3,,9747.775
9805,1.42,AGSL,SI2,D,Excellent,62.1,,7.18x7.19x4.47,Excellent,Russia,Round,Excellent,58.0,2,,14234.424285714284
9806,1.42,GemEx,SI1,I,Excellent,,,7.18x7.2x4.47,Excellent,Botswana,Round,Excellent,58.0,3,,11950.0
9807,1.42,AGSL,VVS2,D,Excellent,,,7.18x7.21x4.47,Excellent,Botswana,Emerald,Excellent,59.0,2,,24936.095
9808,1.41,AGSL,SI1,F,Excellent,,,7.17x7.19x4.47,Excellent,Zimbabwe,Round,Excellent,,2,,13063.864761904762
9809,1.41,AGSL,SI1,F,Excellent,62.8,,7.1x7.16x4.48,Excellent,DR Congo,Cushion,Excellent,57.0,2,,12847.832619047618
9810,1.41,,SI2,F,Excellent,62.0,,7.15x7.19x4.44,Excellent,Russia,Radiant,Excellent,,3,,10900.028333333335
9811,1.4,AGSL,VS1,G,Excellent,,,7.23x7.25x4.38,Excellent,Other/Unknown,Marquise,Excellent,,4,,16048.505
9812,1.4,AGSL,SI1,K,Excellent,60.9,,7.19x7.24x4.39,Excellent,Russia,Pear,Excellent,58.0,2,,7219.647619047618
9813,1.4,AGSL,VS2,I,Excellent,61.2,,7.15x7.2x4.39,Very good,Russia,Princess,Excellent,,2,,10573.621666666668
9814,1.4,AGSL,SI1,F,Excellent,,False,7.16x7.19x4.41,Excellent,Botswana,Round,Excellent,,3,,13060.199761904762
9815,1.4,AGSL,VS1,L,Excellent,61.8,False,7.17x7.17x4.43,Excellent,South Africa,Radiant,Excellent,,3,,8429.55
9816,1.3,AGSL,SI2,K,Excellent,62.4,,6.93x6.98x4.34,Excellent,Australia,Round,Excellent,57.0,2,,5670.55
9817,1.3,,VS1,E,Excellent,,,7.04x7.08x4.3,Excellent,Russia,Oval ,Excellent,,2,,17531.95
9818,1.3,AGSL,VS1,G,Excellent,61.5,,6.99x7.02x4.31,Excellent,South Africa,Princess,Excellent,58.0,4,,13942.605
9819,1.3,AGSL,VS2,G,Excellent,,,6.99x7.01x4.32,Excellent,Botswana,Radiant,Excellent,58.0,4,,11402.925
9820,1.3,,VS1,H,Excellent,61.7,,6.98x7.02x4.32,Excellent,Russia,Round,Excellent,58.0,4,,12462.988333333335
9821,1.3,AGSL,SI1,F,Excellent,61.8,,6.96x7.01x4.32,Excellent,DR Congo,Emerald,Excellent,58.0,2,,11817.6
9822,1.3,AGSL,VS1,E,Excellent,,,6.93x6.98x4.32,Excellent,Russia,Round,Excellent,58.0,2,,17531.95
9823,1.11,AGSL,VS1,I,Excellent,60.0,,6.72x6.74x4.04,Excellent,Botswana,Round,Excellent,,2,,8068.85
9824,1.11,AGSL,I1,G,Very good,59.6,,6.69x6.73x4,Excellent,Australia,Radiant,Very good,63.0,1,,7105.55
9825,1.09,AGSL,I1,F,Good,62.1,,6.52x6.6x4.07,Very good,Canada,Round,Very good,62.0,1,,8280.475
9826,1.5,AGSL,VVS1,I,Very good,60.3,False,7.4x7.43x4.47,Excellent,Russia,Radiant,Excellent,58.0,3,,13649.039166666666
9827,1.5,GemEx,SI1,J,Excellent,62.3,,7.26x7.32x4.54,Excellent,DR Congo,Princess,Excellent,,2,,10553.271666666666
9828,1.5,AGSL,SI1,E,Excellent,62.4,,7.33x7.36x4.59,Excellent,Angola,Oval,Excellent,,3,,18095.21
9829,1.0,AGSL,I1,F,Very good,62.7,,6.32x6.34x3.97,Very good,Russia,Round,Very good,60.0,3,,4423.083333333333
9830,1.0,AGSL,I1,G,Very good,58.1,,6.56x6.59x3.82,Excellent,Botswana,Princess,Very good,61.0,3,,5084.2275
9831,1.0,AGSL,I1,G,Good,59.7,,6.43x6.48x3.86,Very good,Russia,Round,Good,61.0,1,,5468.7
9832,1.0,AGSL,SI1,F,Very good,,,6.39x6.52x3.9,Very good,Botswana,Oval,Good,61.0,3,,8171.387380952382
9833,1.0,,I1,H,Good,62.7,,6.24x6.3x3.93,Good,Angola,Uncut,Good,,1,,5302.8
9834,1.3,AGSL,VS2,G,Excellent,60.7,,7.02x7.04x4.27,Excellent,Russia,Round,Excellent,,2,,11420.520833333336
9835,1.3,AGSL,SI2,G,Excellent,60.8,,7.03x7.04x4.28,Excellent,Australia,Oval,Excellent,,2,,9832.75
9836,1.3,AGSL,VS1,F,Excellent,61.7,,6.98x7.02x4.32,Excellent,Canada,Round,Excellent,59.0,4,,15869.0
9837,1.03,AGSL,VS2,D,Very good,58.3,,6.68x6.69x3.9,Excellent,DR Congo,Round,Excellent,60.0,3,,11068.590476190475
9838,1.03,AGSL,VS2,D,Excellent,60.0,,6.59x6.61x3.96,Excellent,Australia,Round,Excellent,,4,,12330.625218253968
9839,1.03,AGSL,I1,H,Excellent,59.8,,6.55x6.6x3.93,Excellent,Australia,Round,Excellent,,1,,5467.63
9840,0.96,AGSL,SI2,K,Excellent,61.7,,6.28x6.33x3.89,Very good,Angola,Round,Very good,60.0,1,,3883.22
9841,0.96,AGSL,SI2,E,Very good,59.8,False,6.35x6.39x3.81,Very good,Russia,Round,Very good,62.0,3,,6008.113472222222
9842,1.3,,VS2,G,Excellent,62.4,,6.97x7x4.36,Excellent,DR Congo,Princess,Excellent,56.0,3,,11339.718571428573
9843,1.3,AGSL,SI1,I,Excellent,62.5,False,6.94x6.98x4.35,Excellent,DR Congo,Cushion,Excellent,,2,,10090.341666666667
9844,1.05,AGSL,SI2,G,Excellent,62.0,False,6.5x6.5x4.03,Excellent,Other/Unknown,Round,Excellent,58.0,4,,7477.454166666666
9845,1.3,GemEx,VS1,E,Excellent,62.2,False,6.93x6.97x4.32,Excellent,Angola,Round,Excellent,,4,,16814.05
9846,1.3,AGSL,VS2,M,Good,57.6,,7.17x7.19x4.14,Good,Botswana,Round,Good,60.0,2,,6465.952083333333
9847,1.3,AGSL,VS1,I,Excellent,60.0,,7.05x7.09x4.24,Excellent,Russia,Marquise,Excellent,60.0,2,,11087.9575
9848,1.3,AGSL,SI1,I,Excellent,60.3,,7.03x7.07x4.26,Excellent,Botswana,Round,Excellent,,2,,9448.191666666666
9849,1.3,AGSL,VS1,F,Excellent,60.4,False,7.03x7.07x4.26,Excellent,Russia,Round,Excellent,60.0,2,,16233.286428571428
9850,1.3,AGSL,VS2,F,Very good,,,7.01x7.03x4.27,Excellent,Russia,Radiant,Excellent,60.0,2,,12600.958333333336
9851,1.3,AGSL,SI2,H,Excellent,61.2,,7.01x7.05x4.3,Excellent,Canada,Round,Excellent,60.0,4,,8440.17619047619
9852,1.05,AGSL,I2,H,Very good,60.3,,6.52x6.62x3.96,Very good,Australia,Round,Good,59.0,1,,6531.491666666666
9853,1.05,AGSL,SI2,F,Excellent,61.4,,6.52x6.55x4.01,Excellent,Botswana,Round,Excellent,59.0,2,,6161.291666666666
9854,0.57,AGSL,VS2,D,Good,62.3,,5.29x5.36x3.32,Very good,Other/Unknown,Oval,Good,63.0,1,,2600.19
9855,0.64,GemEx,I3,H,Very good,,,5.52x5.62x3.33,Very good,Angola,Radiant,Good,,1,,2790.3375
9856,0.4,AGSL,SI1,D,Very good,61.3,,4.71x4.74x2.9,Very good,DR Congo,Round,Good,63.0,1,,1101.1495833333333
9857,0.93,AGSL,VS1,L,Excellent,62.5,,6.21x6.25x3.89,Excellent,Zimbabwe,Marquise,Excellent,58.0,1,,3488.175
9858,1.3,AGSL,SI1,I,Excellent,62.0,,6.99x7x4.34,Excellent,DR Congo,Emerald,Excellent,58.0,2,,10090.341666666667
9859,1.3,AGSL,VVS2,I,Excellent,62.3,,6.95x6.98x4.34,Excellent,Russia,Princess,Excellent,,2,,10818.27611111111
9860,1.3,AGSL,VS2,E,Excellent,62.4,False,6.93x6.97x4.33,Excellent,Other/Unknown,Round,Excellent,,2,,16666.166666666668
9861,1.3,AGSL,VS1,D,Excellent,58.9,,7.16x7.18x4.23,Excellent,Russia,ROUND,Excellent,59.0,3,,15913.35
9862,1.3,,VS1,J,Excellent,,,7.04x7.1x4.24,Excellent,Canada,Princess,Excellent,,3,,7678.458333333334
9863,1.3,AGSL,VS2,H,Excellent,60.1,,7.06x7.08x4.25,Excellent,DR Congo,Oval,Excellent,59.0,2,,11930.365833333335
9864,1.5,AGSL,SI1,F,Very good,,,7.27x7.29x4.58,Excellent,DR Congo,Round,Excellent,59.0,3,,17074.5675
9865,1.5,AGSL,SI2,G,Very good,63.9,True,7.19x7.23x4.61,Very good,DR Congo,Marquise,Very good,59.0,3,,13395.060833333335
9866,1.5,AGSL,VS2,D,Excellent,,False,7.29x7.35x4.53,Excellent,Botswana,Oval,Excellent,,4,,19238.7
9867,1.5,AGSL,VS2,G,Very good,,,7.28x7.39x4.54,Very good,South Africa,Princess,Very good,60.0,2,,18211.023333333334
9868,0.8,AGSL,I2,E,Very good,62.8,,5.87x5.91x3.7,Very good,Russia,Princess,Good,60.0,1,,4729.738333333333
9869,0.8,AGSL,VS2,E,Very good,61.6,,5.91x5.98x3.66,Very good,Russia,Round,Very good,63.0,1,,4620.458333333332
9870,0.53,,I1,H,Very good,59.5,,5.17x5.28x3.11,Very good,Russia,Round,Good,65.0,1,,1002.4
9871,1.1,GemEx,VS2,J,Excellent,,,6.69x6.64x4.07,Excellent,South Africa,Round,Excellent,,3,,6613.15
9872,1.04,AGSL,VS2,J,Excellent,61.0,,6.48x6.5x3.96,Very good,Botswana,Round,Very good,60.0,2,,5458.9275
9873,1.04,AGSL,VS1,D,Excellent,60.5,,6.54x6.57x3.97,Excellent,Russia,Round,Excellent,62.0,4,,14398.113214285717
9874,0.52,,VVS2,D,Excellent,61.1,,5.18x5.21x3.17,Excellent,South Africa,Round,Excellent,59.0,1,,2415.9666666666667
9875,1.23,AGSL,VVS2,D,Excellent,61.4,False,6.88x6.93x4.24,Excellent,Russia,Round,Excellent,56.0,2,,16501.85
9876,1.23,AGSL,SI1,D,Excellent,,,6.86x6.89x4.3,Excellent,DR Congo,Princess,Excellent,,2,,12251.0
9877,1.23,GemEx,SI2,E,Excellent,62.0,,6.83x6.85x4.24,Excellent,Canada,Round,Excellent,58.0,2,,9924.016666666665
9878,1.23,AGSL,VS2,L,Excellent,,,6.82x6.84x4.25,Very good,DR Congo,Pear,Excellent,58.0,3,,5766.3525
9879,1.23,AGSL,VVS1,E,Excellent,62.3,False,6.82x6.87x4.27,Excellent,Botswana,Emerald,Excellent,58.0,2,,17709.233333333334
9880,1.23,AGSL,SI2,H,Excellent,60.9,,6.85x6.9x4.19,Excellent,Zimbabwe,Round,Excellent,,2,,7447.281666666668
9881,1.23,AGSL,VS1,I,Excellent,59.0,,7.03x7.08x4.16,Very good,South Africa,Oval,Very good,60.0,3,,9583.7
9882,0.73,AGSL,SI1,E,Excellent,62.0,,5.76x5.77x3.57,Excellent,Russia,Oval,Excellent,59.0,1,,3539.8735714285717
9883,0.73,AGSL,VS1,D,Excellent,62.5,,5.69x5.81x3.59,Excellent,Australia,Round,Very good,59.0,3,,4966.316666666667
9884,0.73,AGSL,SI1,F,Excellent,59.6,,5.84x5.85x3.48,Excellent,Botswana,Emerald,Excellent,62.0,2,,3564.833333333333
9885,0.43,AGSL,VS1,J,Excellent,61.2,,4.89x4.92x3,Excellent,Angola,Cushion,Excellent,56.0,1,,805.3
9886,0.43,AGSL,VS1,K,Very good,61.2,,4.87x4.92x3,Very good,South Africa,Round,Good,58.0,1,,699.0666666666666
9887,1.22,AGSL,VS2,D,Excellent,61.1,,6.9x6.93x4.23,Excellent,Australia,Round,Excellent,56.0,2,,12329.769444444444
9888,1.22,AGSL,VVS1,D,Excellent,,,6.82x6.86x4.28,Excellent,Russia,Round,Excellent,56.0,2,,17495.591666666667
9889,1.22,AGSL,VS2,H,Excellent,62.5,,6.8x6.81x4.25,Excellent,Other/Unknown,Round,Excellent,56.0,4,,10571.264166666668
9890,1.22,AGSL,IF,D,Excellent,61.6,,6.83x6.87x4.22,Excellent,Russia,Round,Excellent,,2,,27103.8
9891,1.22,AGSL,VS2,K,Excellent,61.9,,6.86x6.9x4.26,Excellent,DR Congo,Round,Excellent,57.0,3,,6511.5
9892,1.22,AGSL,SI1,G,Excellent,61.6,,6.83x6.87x4.22,Excellent,Australia,Round,Excellent,,3,,10466.51
9893,1.22,AGSL,VS2,I,Excellent,,,6.95x7.01x4.19,Very good,DR Congo,Emerald,Very good,,4,,8766.795833333334
9894,1.22,AGSL,SI1,H,Excellent,61.8,,6.84x6.87x4.23,Excellent,DR Congo,Round,Excellent,59.0,2,,9931.591666666667
9895,1.22,AGSL,SI1,J,Excellent,,,6.95x6.97x4.14,Excellent,South Africa,Emerald,Excellent,,2,,6984.079166666667
9896,1.21,GemEx,SI1,H,Excellent,62.2,,6.77x6.83x4.23,Excellent,South Africa,Round,Excellent,58.0,2,,9266.275
9897,1.21,AGSL,SI1,I,Excellent,62.4,,6.76x6.83x4.24,Excellent,Canada,Oval,Excellent,,2,,7842.975
9898,1.21,AGSL,SI2,K,Excellent,62.5,,6.78x6.82x4.25,Excellent,South Africa,Round,Excellent,58.0,3,,5173.9
9899,1.21,AGSL,VS2,H,Excellent,60.1,,6.89x6.92x4.15,Excellent,DR Congo,Round,Excellent,59.0,2,,9529.598214285716
9900,1.21,AGSL,SI1,I,Excellent,60.3,,6.87x6.92x4.16,Excellent,Russia,Radiant,Excellent,59.0,3,,8886.552499999998
9901,1.21,GemEx,SI2,H,Excellent,,,6.89x6.91x4.16,Excellent,Russia,Round,Excellent,,1,,7764.083333333332
9902,1.21,AGSL,SI1,I,Very good,61.5,,6.85x6.93x4.24,Very good,Botswana,Round,Very good,,2,,7339.79
9903,1.21,AGSL,SI2,F,Excellent,61.1,,6.82x6.84x4.17,Very good,DR Congo,Round,Very good,57.0,4,,10301.727142857142
9904,1.21,AGSL,SI2,J,Excellent,62.3,,6.79x6.82x4.24,Excellent,DR Congo,Radiant,Excellent,57.0,2,,6205.15
9905,1.21,AGSL,SI2,G,Excellent,61.8,,6.82x6.88x4.23,Excellent,South Africa,Princess,Excellent,58.0,3,,9038.8125
9906,1.2,AGSL,SI1,I,Excellent,62.1,,6.78x6.8x4.22,Excellent,Botswana,Round,Excellent,56.0,4,,8627.309166666668
9907,1.2,AGSL,SI2,J,Excellent,60.6,,6.87x6.92x4.18,Excellent,DR Congo,Oval,Excellent,,2,,6325.1625
9908,1.2,AGSL,SI2,E,Excellent,60.6,,6.83x6.85x4.15,Excellent,DR Congo,Round,Excellent,59.0,2,,10423.85
9909,1.2,GemEx,SI1,G,Excellent,61.5,,6.8x6.84x4.2,Excellent,Botswana,Round,Excellent,59.0,3,,9821.43369047619
9910,0.6,AGSL,SI1,H,Good,63.6,,5.29x5.31x3.37,Very good,Russia,Round,Very good,55.0,1,,1915.93
9911,1.51,GemEx,SI2,G,Excellent,62.4,,7.32x7.37x4.58,Excellent,Botswana,Round,Excellent,58.0,2,,12140.203333333333
9912,3.56,AGSL,SI1,H,Excellent,,,9.68x9.74x6.04,Excellent,Canada,Round,Excellent,,2,,67223.55
9913,1.61,AGSL,SI1,G,Excellent,61.6,,7.53x7.54x4.64,Excellent,Angola,Round,Excellent,,2,,15760.0
9914,1.61,AGSL,SI1,E,Excellent,,,7.48x7.5x4.67,Excellent,DR Congo,Cushion,Excellent,,2,,17881.85
9915,2.33,AGSL,SI2,K,Excellent,,,8.46x8.43x5.27,Excellent,Botswana,Round,Excellent,,2,,17072.95
9916,1.41,AGSL,SI1,D,Excellent,61.9,,7.18x7.2x4.45,Excellent,Botswana,ROUND,Excellent,56.0,4,,17279.870833333334
9917,1.41,AGSL,SI2,F,Excellent,62.4,,7.14x7.17x4.46,Excellent,Russia,Round,Excellent,56.0,3,,10900.028333333335
9918,1.41,AGSL,VS1,I,Excellent,62.5,False,7.16x7.19x4.48,Excellent,DR Congo,Round,Excellent,56.0,3,,10566.6
9919,0.46,AGSL,SI2,J,Very good,62.7,,4.89x4.91x3.07,Excellent,Angola,Round,Very good,57.0,1,,844.75
9920,1.51,AGSL,SI2,J,Excellent,62.3,,7.34x7.37x4.58,Very good,Russia,Marquise,Very good,57.0,4,,9690.904166666667
9921,1.07,AGSL,SI2,G,Excellent,61.1,,6.61x6.63x4.05,Excellent,Russia,Round,Excellent,,4,,7329.715595238097
9922,1.07,AGSL,SI2,G,Excellent,61.9,,6.53x6.56x4.05,Excellent,DR Congo,Princess,Excellent,58.0,4,,6629.552976190477
9923,1.07,,SI2,G,Excellent,,,6.59x6.6x4.07,Excellent,Botswana,Marquise,Very good,59.0,2,,6412.335833333333
9924,1.07,AGSL,I1,G,Very good,60.2,,6.56x6.6x3.96,Excellent,Russia,Round,Excellent,,2,,6178.95
9925,1.07,,SI1,G,Excellent,60.4,,6.63x6.65x4.01,Excellent,Botswana,Asscher,Excellent,60.0,2,,8158.1875
9926,1.74,AGSL,SI2,F,Excellent,60.8,,7.75x7.77x4.72,Excellent,Russia,Pear,Excellent,57.0,4,,21698.725
9927,1.74,,IF,D,Excellent,62.1,,7.73x7.75x4.81,Excellent,Australia,Princess,Excellent,58.0,2,,45054.65
9928,0.61,AGSL,SI1,E,Very good,,,5.5x5.45x3.34,Very good,Russia,Round,Good,,1,,2374.69375
9929,1.02,AGSL,SI2,I,Very good,,,6.33x6.38x4.04,Very good,Botswana,Round,Very good,,2,,5086.47
9930,1.21,AGSL,SI1,K,Excellent,62.1,,6.79x6.83x4.23,Excellent,Russia,Round,Excellent,,3,,7050.941666666667
9931,1.21,GemEx,VS1,J,Excellent,62.5,,6.77x6.82x4.25,Excellent,DR Congo,Oval,Excellent,,3,,8587.95
9932,1.21,AGSL,VS1,J,Very good,62.8,,6.78x6.84x4.28,Excellent,Russia,Marquise,Excellent,,2,,7801.970833333334
9933,1.26,AGSL,SI2,H,Excellent,,,6.95x6.98x4.32,Excellent,Australia,Oval,Excellent,,2,,8970.616666666667
9934,0.93,AGSL,SI1,H,Good,56.1,False,6.56x6.49x3.66,Very good,Australia,Round,Fair,,3,,5330.704166666666
9935,0.55,AGSL,I1,I,Good,63.2,,5.17x5.13x3.26,Very good,Russia,Round,Fair,,1,,1141.05
9936,0.65,AGSL,VS1,K,Excellent,62.4,,5.54x5.54x3.46,Excellent,Russia,Asscher,Excellent,,1,,1613.55
9937,1.5,AGSL,VS1,F,Very good,62.5,,7.31x7.24x4.54,Very good,Russia,Round,Very good,60.0,2,,20402.1025
9938,0.94,AGSL,SI1,H,Excellent,,,6.29x6.32x3.82,Very good,Russia,Round,Excellent,,1,,6073.5841666666665
9939,2.19,AGSL,SI2,H,Very good,60.7,,8.37x8.47x5.11,Very good,Australia,Round,Very good,60.0,4,,26606.175
9940,1.27,AGSL,VS2,D,Excellent,62.5,,6.89x6.93x4.32,Excellent,Botswana,Round,Excellent,,4,,18709.65
9941,1.45,AGSL,VS2,D,Excellent,60.2,,7.33x7.35x4.42,Excellent,Botswana,Radiant,Excellent,58.0,4,,21242.95
9942,1.45,AGSL,VVS2,K,Excellent,61.7,,7.25x7.27x4.48,Excellent,Other/Unknown,Round,Excellent,58.0,2,,8397.116666666667
9943,1.44,AGSL,SI1,F,Excellent,62.3,,7.22x7.18x4.49,Excellent,Botswana,Round,Excellent,58.0,2,,12927.186666666668
9944,1.44,AGSL,SI1,D,Excellent,62.2,,7.25x7.19x4.49,Excellent,Australia,Princess,Excellent,,2,,17549.790833333333
9945,1.44,,VVS2,D,Excellent,60.3,,7.35x7.36x4.43,Excellent,DR Congo,Round,Excellent,56.0,2,,24711.395
9946,2.09,AGSL,SI2,I,Excellent,62.5,,8.13x8.19x5.1,Excellent,Angola,Round,Excellent,57.0,2,,20147.7
9947,0.9,AGSL,SI1,G,Good,,,6.07x6.11x3.82,Very good,DR Congo,Round,Very good,,1,,5090.880833333333
9948,0.9,GemEx,SI1,D,Excellent,61.8,,6.18x6.21x3.83,Very good,Russia,Oval,Excellent,57.0,4,,6311.594642857143
9949,0.9,AGSL,SI1,G,Very good,63.4,False,6.11x6.06x3.86,Very good,Angola,Uncut,Very good,57.0,2,,5555.381071428572
9950,0.9,AGSL,SI1,F,Very good,63.7,,6.04x6.07x3.86,Excellent,Russia,Round,Very good,57.0,1,,5251.8052380952395
9951,0.9,AGSL,SI2,H,Very good,,False,6.11x6.17x3.89,Very good,Canada,Oval,Very good,,2,,4154.074404761905
