id,Carats,Cert,Clarity,Color,Cut,Depth,Known_Conflict_Diamond,Measurements,Polish,Regions,Shape,Symmetry,Table,Vendor,Offers,Estimated_Offers,Adjusted_Offers,Final_Offers
9580,2.09,AGSL,SI2,J,Excellent,59.8,,8.32x8.36x4.98,Excellent,Botswana,Emerald,Excellent,59.0,3,,17560.45,17560.45,0.0
9581,1.2,AGSL,SI1,H,Very good,,False,6.75x6.68x4.23,Very good,Botswana,Round,Very good,59.0,2,,9700.955833333335,9700.955833333335,0.0
9582,2.01,AGSL,SI1,I,Excellent,62.0,,8.02x8.07x4.99,Excellent,Botswana,Round,Excellent,,2,,21792.6475,21792.6475,0.0
9583,2.01,AGSL,VVS2,I,Very good,58.8,,8.23x8.34x4.87,Very good,Russia,Round,Very good,63.0,4,,23595.550416666665,23595.550416666665,0.0
9584,2.01,AGSL,VS1,H,Excellent,61.2,,8.09x8.12x4.96,Excellent,Botswana,Round,Excellent,57.0,4,,37621.4975,37621.4975,0.0
9585,2.01,AGSL,SI1,H,Excellent,61.4,,8.08x8.13x4.97,Excellent,Other/Unknown,Round,Excellent,57.0,2,,26499.46,26499.46,0.0
9586,2.01,AGSL,SI2,I,Excellent,62.1,,8.07x8.1x5.02,Excellent,Australia,Round,Excellent,57.0,3,,21138.84,21138.84,0.0
9587,2.01,AGSL,SI2,F,Excellent,60.0,,8.2x8.24x4.93,Excellent,Russia,Round,Excellent,58.0,2,,25681.74583333333,25681.74583333333,0.0
9588,2.01,AGSL,VS1,D,Excellent,60.5,,8.15x8.24x4.96,Excellent,DR Congo,Round,Very good,58.0,2,,40278.05833333334,0.0,0.0
9589,2.01,AGSL,SI2,F,Excellent,61.4,,8.08x8.12x4.98,Excellent,Russia,Round,Excellent,,2,,25681.74583333333,25681.74583333333,0.0
9590,2.01,AGSL,SI1,I,Very good,59.7,,8.26x8.3x4.94,Very good,South Africa,Round,Excellent,60.0,2,,20891.785,20891.785,0.0
9591,2.01,AGSL,SI1,H,Excellent,60.3,,8.09x8.12x4.89,Excellent,Canada,Oval ,Excellent,60.0,4,,23876.826666666664,23876.826666666664,0.0
9592,2.01,AGSL,SI2,F,Excellent,61.2,,8.01x8.12x4.94,Excellent,Russia,Round,Very good,,2,,25681.74583333333,25681.74583333333,0.0
9593,2.01,AGSL,SI1,D,Very good,61.4,,8.09x8.15x4.99,Excellent,Russia,Princess,Excellent,,2,,39169.44999999999,39169.44999999999,0.0
9594,1.9,AGSL,SI2,J,Excellent,60.2,False,7.96x7.99x4.8,Excellent,Russia,Round,Excellent,60.0,4,,16299.4,16299.4,0.0
9595,1.9,AGSL,VS2,I,Excellent,60.8,,7.96x7.97x4.84,Excellent,Other/Unknown,Round,Excellent,60.0,4,,17516.15,17516.15,0.0
9596,1.5,AGSL,SI1,G,Very good,61.7,,7.3x7.35x4.52,Very good,Angola,Round,Very good,,2,,15283.175059523808,0.0,0.0
9597,1.5,AGSL,SI1,H,Very good,60.0,,7.43x7.47x4.47,Excellent,Canada,Marquise,Very good,58.0,3,,13259.654166666667,13259.654166666667,0.0
9598,1.5,AGSL,SI1,F,Very good,64.5,,7.14x7.2x4.62,Excellent,Australia,Round,Very good,55.0,2,,15813.749583333334,15813.749583333334,0.0
9599,2.51,AGSL,SI2,H,Very good,60.6,,8.72x8.78x5.3,Very good,South Africa,Round,Very good,59.0,2,,27520.558333333334,27520.558333333334,0.0
9600,1.8,AGSL,VS1,G,Excellent,62.8,,7.71x7.75x4.86,Excellent,Russia,Round,Excellent,57.0,4,,25813.15,25813.15,0.0
9601,1.8,AGSL,SI1,D,Excellent,62.8,False,7.74x7.79x4.87,Excellent,Australia,Round,Excellent,58.0,4,,22572.8,22572.8,0.0
9602,0.6,AGSL,SI1,J,Excellent,63.1,,5.35x5.38x3.39,Excellent,Botswana,Radiant,Very good,55.0,1,,1531.24375,1531.24375,0.0
9603,0.6,AGSL,SI2,H,Very good,63.6,,5.35x5.39x3.41,Excellent,Russia,Princess,Very good,56.0,1,,1620.5783333333334,1620.5783333333334,0.0
9604,1.41,AGSL,VS2,J,Excellent,62.1,,7.18x7.15x4.46,Excellent,Australia,Round,Excellent,56.0,3,,10083.166666666666,10083.166666666666,0.0
9605,1.41,AGSL,IF,D,Excellent,,,7.29x7.24x4.4,Excellent,DR Congo,Round,Excellent,,2,,39232.9,0.0,0.0
9606,1.42,GemEx,VS2,E,Very good,61.3,,7.16x7.29x4.43,Very good,Botswana,Emerald,Good,,3,,17242.0,17242.0,0.0
9607,1.04,,SI1,G,Excellent,62.3,,6.42x6.48x4.02,Excellent,Canada,Round,Very good,58.0,2,,7447.251666666666,7447.251666666666,0.0
9608,1.5,AGSL,SI2,G,Very good,,False,7.21x7.19x4.58,Excellent,Russia,Round,Very good,,4,,13420.159523809525,13420.159523809525,0.0
9609,1.71,AGSL,VS2,H,Excellent,59.7,,7.8x7.84x4.67,Excellent,Russia,Round,Excellent,60.0,3,,19426.575,19426.575,0.0
9610,1.71,AGSL,SI1,K,Excellent,59.7,,7.76x7.79x4.64,Excellent,Australia,Marquise,Excellent,,3,,10427.65,10427.65,0.0
9611,1.63,AGSL,VS2,F,Excellent,,,7.5x7.56x4.69,Excellent,Zimbabwe,Princess,Excellent,57.0,3,,23720.55833333333,0.0,0.0
9612,1.63,AGSL,VS2,J,Excellent,62.9,,7.43x7.5x4.69,Excellent,Russia,Round,Excellent,58.0,3,,10458.4875,10458.4875,0.0
9613,1.63,AGSL,VVS2,D,Excellent,60.5,,7.62x7.66x4.62,Excellent,Canada,Round,Excellent,,2,,34932.3,34932.3,0.0
9614,1.62,AGSL,SI2,I,Excellent,,True,7.47x7.48x4.71,Excellent,Angola,Emerald,Excellent,,2,,13060.65,0.0,0.0
9615,1.19,AGSL,SI1,J,Excellent,62.1,,6.77x6.81x4.22,Excellent,Russia,Round,Excellent,57.0,2,,5865.292777777779,5865.292777777779,0.0
9616,1.19,GemEx,SI2,H,Excellent,60.6,,6.85x6.9x4.17,Excellent,Russia,Round,Excellent,58.0,3,,7317.415615079364,7317.415615079364,0.0
9617,1.7,AGSL,SI1,F,Very good,62.8,,7.59x7.62x4.78,Excellent,Botswana,Round,Excellent,57.0,3,,19871.35,19871.35,0.0
9618,1.7,AGSL,VS1,H,Excellent,62.7,,7.58x7.64x4.77,Excellent,Angola,Round,Excellent,58.0,4,,18881.75,0.0,0.0
9619,2.34,AGSL,SI1,F,Excellent,61.4,,8.53x8.57x5.25,Excellent,Angola,Round,Excellent,58.0,2,,37068.083333333336,0.0,0.0
9620,1.54,,SI2,F,Excellent,59.7,,7.52x7.55x4.5,Excellent,DR Congo,Radiant,Excellent,,3,,11770.78,0.0,0.0
9621,1.53,AGSL,SI1,J,Excellent,60.7,,7.41x7.44x4.51,Excellent,Zimbabwe,Radiant,Excellent,59.0,2,,11879.346666666665,0.0,0.0
9622,1.57,AGSL,SI1,H,Excellent,62.1,,7.42x7.45x4.62,Excellent,South Africa,Round,Excellent,58.0,3,,15092.7375,15092.7375,0.0
9623,2.33,,SI2,G,Excellent,61.9,,8.48x8.51x5.26,Excellent,Australia,Round,Excellent,56.0,2,,26126.458333333336,26126.458333333336,0.0
9624,1.5,AGSL,VVS2,F,Excellent,62.5,,7.32x7.36x4.59,Excellent,Russia,Round,Very good,,2,,19025.030833333334,19025.030833333334,0.0
9625,1.5,GemEx,VS2,F,Excellent,62.7,,7.28x7.33x4.58,Excellent,Canada,Round,Excellent,56.0,4,,19986.714999999997,19986.714999999997,0.0
9626,0.9,AGSL,SI1,H,Excellent,,,6.19x6.24x3.78,Excellent,Botswana,Oval,Very good,,1,,4955.926428571429,4955.926428571429,0.0
9627,0.9,AGSL,SI1,H,Excellent,61.2,,6.19x6.21x3.8,Excellent,Botswana,Round,Excellent,59.0,3,,4955.926428571429,4955.926428571429,0.0
9628,0.9,AGSL,SI1,G,Excellent,61.4,,6.17x6.21x3.81,Excellent,Australia,Marquise,Excellent,,3,,5100.299166666667,5100.299166666667,0.0
9629,0.9,AGSL,VS1,J,Excellent,61.7,,6.16x6.2x3.82,Excellent,Botswana,Round,Excellent,59.0,2,,4122.4141666666665,4122.4141666666665,0.0
9630,0.9,AGSL,VS2,F,Excellent,61.8,,6.19x6.21x3.83,Excellent,Canada,Round,Excellent,59.0,2,,6247.176666666666,6247.176666666666,0.0
9631,0.9,AGSL,VS1,J,Excellent,61.9,,6.15x6.19x3.82,Excellent,Russia,Round,Excellent,59.0,2,,4171.279166666666,4171.279166666666,0.0
9632,0.9,AGSL,VS1,E,Very good,62.0,,6.13x6.15x3.81,Excellent,Angola,Round,Excellent,59.0,4,,6757.1225,0.0,0.0
9633,0.9,GemEx,SI2,D,Excellent,62.1,False,6.13x6.19x3.82,Very good,DR Congo,Round,Very good,59.0,4,,6366.2875,0.0,0.0
9634,0.9,AGSL,VS1,E,Very good,,,6.11x6.16x3.82,Very good,Russia,Round,Very good,,4,,6045.224444444445,6045.224444444445,0.0
9635,0.9,AGSL,VS1,G,Excellent,62.4,,6.15x6.18x3.85,Excellent,Russia,Cushion,Excellent,59.0,2,,6409.53,6409.53,0.0
9636,0.9,AGSL,SI1,D,Excellent,62.6,,6.14x6.18x3.85,Very good,Botswana,Marquis,Very good,59.0,4,,6477.769047619048,6477.769047619048,0.0
9637,0.77,AGSL,VVS1,F,Very good,60.9,,5.9x5.98x3.62,Excellent,DR Congo,Round,Very good,,3,,4475.25,0.0,0.0
9638,2.55,,SI1,J,Excellent,62.4,,8.7x8.74x5.44,Excellent,Canada,Oval,Excellent,58.0,2,,28581.75,28581.75,0.0
9639,2.55,AGSL,VS2,L,Excellent,,,8.63x8.7x5.41,Excellent,Australia,Round,Excellent,,2,,22628.25,22628.25,0.0
9640,2.02,AGSL,VS2,D,Excellent,62.2,False,8.04x8.08x5.01,Excellent,Russia,Round,Excellent,58.0,2,,43404.19,0.0,0.0
9641,2.02,AGSL,SI2,F,Excellent,,,8.02x8.08x5,Very good,Russia,Princess,Very good,,3,,25690.14583333333,25690.14583333333,0.0
9642,2.02,AGSL,SI1,I,Very good,62.3,,8.06x8.12x5.04,Excellent,Russia,Oval ,Excellent,,2,,19973.805833333336,19973.805833333336,0.0
9643,2.02,AGSL,VS2,D,Excellent,60.5,,8.14x8.19x4.94,Excellent,Russia,Round,Excellent,,2,,43404.19,0.0,0.0
9644,2.01,AGSL,SI1,K,Excellent,60.2,,8.14x8.19x4.91,Excellent,Botswana,Round,Excellent,59.0,3,,14709.55,14709.55,0.0
9645,2.01,AGSL,SI2,H,Excellent,61.6,,8.01x8.11x4.97,Excellent,Russia,Round,Very good,59.0,4,,21480.53147546897,21480.53147546897,0.0
9646,2.01,AGSL,SI1,J,Excellent,61.6,,8.08x8.12x4.99,Excellent,Botswana,Oval,Excellent,,3,,18609.141666666666,18609.141666666666,0.0
9647,2.01,AGSL,SI2,E,Excellent,61.9,,8.06x8.09x5,Excellent,Canada,Round,Excellent,,2,,25613.63988095238,25613.63988095238,0.0
9648,2.01,AGSL,SI1,J,Excellent,,,8.07x8.09x5.01,Excellent,Angola,Round,Excellent,59.0,3,,18135.383333333335,0.0,0.0
9649,3.01,AGSL,SI1,E,Excellent,62.0,,9.22x9.27x5.73,Excellent,DR Congo,Round,Excellent,57.0,2,,74540.05,0.0,0.0
9650,3.01,GemEx,SI2,F,Excellent,62.0,False,9.23x9.27x5.73,Excellent,South Africa,Radiant,Excellent,,2,,52817.1,0.0,0.0
9651,3.01,AGSL,SI2,J,Very good,63.5,,9.06x9.14x5.78,Excellent,South Africa,Princess,Excellent,,2,,41254.96428571429,41254.96428571429,0.0
9652,2.43,AGSL,SI2,E,Excellent,62.1,,8.56x8.6x5.33,Excellent,Angola,Round,Excellent,57.0,4,,40754.905,0.0,0.0
9653,3.01,AGSL,SI1,G,Excellent,60.0,,9.38x9.42x5.64,Excellent,Russia,Radiant,Excellent,58.0,2,,55192.825,0.0,0.0
9654,3.01,GemEx,VS2,G,Excellent,62.5,,9.18x9.2x5.75,Excellent,Australia,Radiant,Very good,58.0,2,,66834.35,0.0,0.0
9655,2.11,AGSL,VS2,E,Excellent,60.1,,8.31x8.34x5,Excellent,Angola,Round,Excellent,59.0,2,,37014.95,0.0,0.0
9656,1.72,AGSL,SI1,I,Very good,59.7,,7.79x7.7x4.62,Very good,Botswana,Oval,Good,,2,,16644.51333333333,16644.51333333333,0.0
9657,1.78,AGSL,VS2,G,Good,,,8.12x8.05x4.62,Very good,DR Congo,Radiant,Good,62.0,4,,24207.220833333336,0.0,0.0
9658,2.02,AGSL,SI2,H,Excellent,60.3,,8.17x8.16x4.92,Excellent,Russia,Round,Excellent,60.0,4,,25211.13833333334,25211.13833333334,0.0
9659,0.6,AGSL,SI1,H,Very good,63.4,,5.33x5.35x3.38,Very good,Botswana,Round,Very good,56.0,1,,1971.1000000000004,1971.1000000000004,0.0
9660,0.6,AGSL,VS1,F,Good,60.5,,5.37x5.41x3.26,Very good,Botswana,Round,Very good,62.0,1,,2728.6598214285714,2728.6598214285714,0.0
9661,2.04,AGSL,IF,M,Very good,62.4,,8.09x8.05x5.04,Excellent,Russia,Round,Excellent,,2,,20134.8,20134.8,0.0
9662,1.5,,SI2,E,Excellent,,,7.3x7.26x4.54,Excellent,Angola,Marquise,Excellent,58.0,4,,13083.0175,0.0,0.0
9663,1.5,AGSL,VS2,E,Very good,63.9,,7.24x7.26x4.64,Excellent,Russia,Radiant,Excellent,56.0,4,,23854.1675,23854.1675,0.0
9664,1.5,AGSL,SI1,G,Very good,62.4,,7.26x7.22x4.52,Excellent,Australia,Round,Excellent,57.0,2,,15793.395892857141,15793.395892857141,0.0
9665,2.21,AGSL,SI2,D,Good,,,8.28x8.25x5.15,Very good,Australia,Princess,Good,64.0,4,,40754.0,40754.0,0.0
9666,2.41,,I1,J,Very good,59.8,,8.67x8.59x5.16,Very good,Canada,Round,Good,64.0,2,,25175.0,25175.0,0.0
9667,1.8,AGSL,SI2,D,Excellent,,,7.88x7.91x4.78,Excellent,Russia,Round,Excellent,59.0,2,,21341.591666666664,21341.591666666664,0.0
9668,1.8,AGSL,SI1,I,Excellent,61.5,,7.79x7.83x4.81,Excellent,Canada,Emerald,Excellent,59.0,3,,15481.516666666668,15481.516666666668,0.0
9669,1.8,AGSL,VS1,F,Excellent,,,7.74x7.79x4.83,Excellent,Australia,Emerald,Excellent,59.0,2,,30031.85,30031.85,0.0
9670,1.8,AGSL,VS1,G,Excellent,62.7,,7.71x7.76x4.85,Excellent,Russia,Round,Excellent,59.0,2,,25813.15,25813.15,0.0
9671,1.71,AGSL,SI2,H,Excellent,,,7.59x7.63x4.74,Excellent,Australia,Round,Excellent,58.0,4,,13209.8625,13209.8625,0.0
9672,1.82,AGSL,VS1,I,Excellent,,,7.93x7.96x4.78,Excellent,Botswana,Round,Excellent,60.0,4,,18624.8,18624.8,0.0
9673,1.35,AGSL,SI1,G,Excellent,62.7,,7.02x7.05x4.42,Excellent,Botswana,Princess,Excellent,,2,,11590.88,11590.88,0.0
9674,1.35,AGSL,SI1,D,Excellent,,,7.07x7.11x4.41,Excellent,South Africa,Oval,Excellent,,2,,16484.678333333333,16484.678333333333,0.0
9675,1.35,AGSL,VS1,I,Excellent,62.4,,7.04x7.07x4.4,Excellent,Angola,Asscher,Excellent,,2,,9821.019166666667,0.0,0.0
9676,1.35,AGSL,VS2,I,Excellent,62.4,,7.04x7.06x4.4,Excellent,DR Congo,Cushion,Excellent,56.0,2,,8638.5625,0.0,0.0
9677,1.35,AGSL,SI2,J,Excellent,62.0,,7.05x7.08x4.38,Excellent,South Africa,Radiant,Excellent,57.0,2,,7826.925,7826.925,0.0
9678,3.04,,VS2,E,Excellent,62.0,,9.31x9.35x5.78,Excellent,Russia,Round,Excellent,56.0,2,,79989.04,0.0,0.0
9679,1.16,AGSL,VS1,H,Excellent,62.5,,6.72x6.75x4.21,Excellent,Botswana,Radiant,Excellent,57.0,2,,9750.4,9750.4,0.0
9680,1.16,AGSL,SI2,E,Excellent,,,6.8x6.84x4.15,Excellent,Australia,Radiant,Excellent,58.0,2,,10842.45,10842.45,0.0
9681,1.16,AGSL,IF,F,Excellent,61.6,False,6.75x6.8x4.18,Excellent,Botswana,Princess,Excellent,,3,,12292.166666666664,12292.166666666664,0.0
9682,10.05,AGSL,VS2,K,Very good,63.6,False,13.95x13.77x8.81,Excellent,Canada,Round,Very good,,2,,348175.6,0.0,0.0
9683,1.72,,SI1,G,Excellent,62.4,,7.63x7.69x4.78,Excellent,DR Congo,Round,Excellent,57.0,3,,19326.36666666667,0.0,0.0
9684,1.72,AGSL,VS1,D,Excellent,,False,7.61x7.64x4.78,Excellent,Botswana,Round,Excellent,,2,,32696.625,32696.625,0.0
9685,1.72,AGSL,VS2,G,Excellent,,,7.66x7.69x4.75,Excellent,Botswana,Round,Excellent,58.0,2,,22495.516666666666,22495.516666666666,0.0
9686,1.72,AGSL,VS2,E,Excellent,62.3,,7.63x7.65x4.76,Excellent,Other/Unknown,Round,Excellent,58.0,2,,30567.7,30567.7,0.0
9687,0.75,AGSL,VS1,N,Fair,66.4,False,5.51x5.59x3.69,Good,Australia,Oval,Good,,1,,3799.840833333333,3799.840833333333,0.0
9688,1.71,AGSL,SI1,H,Excellent,62.6,,7.61x7.65x4.77,Excellent,Russia,Round,Excellent,58.0,2,,17837.709761904764,17837.709761904764,0.0
9689,1.55,AGSL,SI1,E,Excellent,,,7.39x7.41x4.59,Excellent,South Africa,Round,Excellent,,4,,17027.75,17027.75,0.0
9690,1.55,AGSL,SI1,J,Excellent,60.0,,7.5x7.54x4.51,Excellent,Angola,Emerald,Excellent,59.0,2,,11864.621666666666,0.0,0.0
9691,1.55,AGSL,SI1,G,Excellent,61.3,,7.41x7.45x4.55,Excellent,Russia,Round,Very good,59.0,2,,16516.185714285715,16516.185714285715,0.0
9692,1.71,AGSL,SI1,J,Very good,,,7.48x7.56x4.73,Excellent,Russia,Round,Very good,60.0,2,,11667.650833333333,11667.650833333333,0.0
9693,1.83,AGSL,SI1,H,Excellent,62.0,,7.83x7.86x4.86,Excellent,Russia,Round,Excellent,,3,,19653.85,19653.85,0.0
9694,1.83,AGSL,SI2,F,Very good,60.4,,7.87x7.93x4.77,Excellent,Russia,Oval,Very good,65.0,2,,21716.85,21716.85,0.0
9695,1.23,AGSL,VS1,H,Very good,61.5,,6.92x6.96x4.27,Very good,Angola,Round,Very good,59.0,4,,11264.533333333335,0.0,0.0
9696,1.23,GemEx,SI2,I,Very good,62.5,False,6.81x6.84x4.27,Very good,Russia,Round,Very good,,2,,7740.723134920634,7740.723134920634,0.0
9697,1.27,AGSL,VS2,D,Very good,,,7.15x7.17x4.16,Excellent,Angola,Asscher,Excellent,,2,,16856.087499999998,0.0,0.0
9698,1.27,AGSL,SI1,I,Very good,62.7,,6.9x6.87x4.32,Excellent,DR Congo,Round,Excellent,57.0,2,,8312.4225,0.0,0.0
9699,1.71,GemEx,VS2,H,Excellent,60.9,,7.69x7.72x4.69,Excellent,Russia,Round,Excellent,,2,,19426.575,19426.575,0.0
9700,1.71,AGSL,SI1,H,Excellent,62.1,,7.64x7.66x4.75,Excellent,Russia,Round,Excellent,57.0,2,,17837.709761904764,17837.709761904764,0.0
9701,2.36,AGSL,I1,G,Good,,,8.34x8.56x5.26,Excellent,Zimbabwe,Pear,Good,,2,,33863.78333333333,0.0,0.0
9702,0.86,AGSL,VS1,G,Good,60.1,,6.16x6.23x3.72,Very good,Russia,Oval,Good,65.0,2,,5327.585833333333,5327.585833333333,0.0
9703,1.14,AGSL,SI1,E,Excellent,61.9,,6.68x6.73x4.15,Excellent,DR Congo,Round,Excellent,57.0,3,,9591.4,0.0,0.0
9704,1.14,AGSL,SI1,J,Excellent,61.1,,6.74x6.76x4.12,Excellent,Botswana,Round,Excellent,58.0,4,,6592.8,6592.8,0.0
9705,1.14,AGSL,IF,G,Excellent,,False,6.79x6.81x4.1,Excellent,Australia,Emerald,Excellent,,2,,12685.108333333335,12685.108333333335,0.0
9706,1.03,AGSL,VS1,E,Excellent,,,6.65x6.7x3.9,Excellent,South Africa,Princess,Excellent,,3,,11844.466666666665,11844.466666666665,0.0
9707,1.03,AGSL,VVS2,J,Very good,58.4,,6.62x6.66x3.88,Excellent,Russia,Round,Very good,59.0,2,,5704.219166666666,5704.219166666666,0.0
9708,1.03,AGSL,SI2,E,Excellent,,,6.46x6.49x4.01,Excellent,Russia,Round,Very good,,2,,6618.564166666666,6618.564166666666,0.0
9709,1.04,AGSL,SI1,E,Excellent,61.1,False,6.55x6.58x4.02,Excellent,Russia,Round,Excellent,,4,,7801.62,7801.62,0.0
9710,1.04,AGSL,IF,D,Excellent,,,6.59x6.62x3.98,Excellent,Australia,Marquise,Excellent,58.0,4,,26761.95,26761.95,0.0
9711,1.04,,SI2,E,Excellent,61.6,,6.53x6.55x4.03,Excellent,Botswana,Princess,Excellent,58.0,2,,7017.737500000001,7017.737500000001,0.0
9712,1.04,AGSL,SI1,D,Excellent,61.9,,6.45x6.51x4.01,Excellent,Other/Unknown,Round,Excellent,58.0,3,,9187.786666666667,9187.786666666667,0.0
9713,1.04,AGSL,VS2,E,Excellent,61.4,,6.5x6.53x4,Excellent,Australia,Pear,Excellent,59.0,2,,11168.504166666668,11168.504166666668,0.0
9714,1.24,AGSL,SI2,D,Excellent,61.3,False,6.9x6.95x4.25,Excellent,Botswana,Round,Excellent,56.0,4,,11856.85,11856.85,0.0
9715,1.24,AGSL,SI2,E,Excellent,59.9,,6.98x7x4.19,Excellent,Canada,Princess,Excellent,58.0,2,,10136.881666666664,10136.881666666664,0.0
9716,1.24,AGSL,IF,H,Excellent,61.7,,6.88x6.92x4.26,Excellent,Zimbabwe,Emerald,Excellent,58.0,2,,13516.9,0.0,0.0
9717,1.24,GemEx,IF,D,Excellent,60.0,False,7.02x7.07x4.23,Excellent,Russia,Marquise,Excellent,59.0,2,,25707.6,25707.6,0.0
9718,1.24,AGSL,VS2,K,Excellent,,False,6.92x6.95x4.23,Excellent,Australia,Round,Excellent,59.0,4,,6560.3,6560.3,0.0
9719,1.24,GemEx,SI2,K,Excellent,61.6,,6.88x6.9x4.24,Excellent,DR Congo,Radiant,Excellent,59.0,2,,5206.856666666667,0.0,0.0
9720,1.03,AGSL,I1,F,Excellent,60.3,False,6.53x6.57x3.95,Excellent,Botswana,Cushion,Excellent,,2,,4659.55,4659.55,0.0
9721,1.03,AGSL,SI2,J,Excellent,60.7,,6.52x6.56x3.97,Excellent,DR Congo,Round,Excellent,58.0,3,,5857.05,0.0,0.0
9722,1.03,AGSL,SI2,E,Excellent,,,6.4x6.45x4.02,Excellent,DR Congo,Round,Excellent,,2,,6501.489166666666,0.0,0.0
9723,1.7,GemEx,SI1,G,Very good,63.5,False,7.61x7.48x4.79,Very good,Russia,Marquise,Very good,,3,,18045.59833333333,18045.59833333333,0.0
9724,2.25,AGSL,VS1,G,Excellent,62.4,,8.33x8.39x5.22,Excellent,Russia,Radiant,Excellent,,2,,36787.7,36787.7,0.0
9725,1.03,AGSL,SI2,E,Excellent,,False,6.42x6.45x4.02,Excellent,Russia,Asscher,Excellent,57.0,2,,6618.564166666666,6618.564166666666,0.0
9726,1.46,AGSL,VS1,E,Very good,57.7,,7.51x7.57x4.35,Very good,Angola,Princess,Good,,3,,18919.68166666667,0.0,0.0
9727,1.46,,VS1,F,Excellent,62.8,,7.18x7.23x4.52,Excellent,Canada,Round,Excellent,56.0,4,,17237.8,17237.8,0.0
9728,1.45,AGSL,SI2,J,Excellent,60.7,,7.34x7.37x4.46,Excellent,Russia,Round,Very good,55.0,3,,8459.35,8459.35,0.0
9729,1.84,AGSL,SI1,H,Excellent,62.3,,7.83x7.85x4.89,Excellent,Russia,Oval,Excellent,58.0,3,,19899.05,19899.05,0.0
9730,0.59,AGSL,VS1,K,Excellent,63.1,,5.37x5.36x3.38,Excellent,Botswana,Round,Excellent,53.0,1,,1358.0,1358.0,0.0
9731,1.01,AGSL,SI2,I,Very good,60.5,,6.45x6.51x3.92,Very good,South Africa,Round,Very good,,1,,4815.481962481963,4815.481962481963,0.0
9732,1.01,AGSL,SI2,J,Excellent,60.8,,6.41x6.47x3.92,Excellent,Botswana,Princess,Excellent,60.0,4,,5089.741666666667,5089.741666666667,0.0
9733,1.01,AGSL,SI1,J,Good,64.2,False,6.2x6.35x4.03,Very good,Australia,Round,Good,,1,,4929.466666666667,4929.466666666667,0.0
9734,1.02,AGSL,SI1,F,Excellent,60.9,,6.49x6.52x3.96,Excellent,Russia,Cushion,Excellent,60.0,3,,8193.022301587303,8193.022301587303,0.0
9735,1.02,AGSL,VS1,J,Excellent,62.0,,6.41x6.45x3.98,Excellent,Botswana,Round,Excellent,,2,,5543.479166666666,5543.479166666666,0.0
9736,1.02,AGSL,SI1,F,Very good,63.1,False,6.35x6.38x4.02,Excellent,Botswana,Round,Very good,,3,,7488.967738095239,7488.967738095239,0.0
9737,3.66,AGSL,I1,I,Excellent,62.6,,9.83x9.77x6.14,Very good,Other/Unknown,Oval,Excellent,56.0,2,,43054.1,0.0,0.0
9738,1.23,GemEx,VVS2,G,Excellent,,False,6.84x6.86x4.29,Excellent,Russia,Round,Excellent,54.0,2,,11921.175,11921.175,0.0
9739,1.7,AGSL,VVS2,I,Excellent,59.9,,7.73x7.78x4.65,Excellent,DR Congo,Emerald,Excellent,59.0,3,,16532.016666666666,0.0,0.0
9740,1.7,AGSL,VS1,F,Excellent,60.4,,7.66x7.71x4.64,Excellent,Angola,Emerald,Excellent,59.0,2,,27854.4,0.0,0.0
9741,1.7,AGSL,SI1,I,Excellent,60.6,,7.72x7.77x4.69,Excellent,Angola,Round,Excellent,59.0,2,,13789.35666666667,0.0,0.0
9742,1.7,GemEx,SI1,I,Excellent,59.7,,7.71x7.75x4.62,Excellent,Angola,Round,Excellent,60.0,4,,13789.35666666667,0.0,0.0
9743,1.7,AGSL,SI1,H,Excellent,60.7,,7.67x7.69x4.67,Excellent,Angola,Round,Very good,60.0,2,,15649.685714285715,0.0,0.0
9744,1.18,AGSL,VS2,D,Excellent,61.2,False,6.78x6.81x4.16,Excellent,Australia,Round,Excellent,58.0,2,,13502.3375,13502.3375,0.0
9745,1.53,AGSL,VS1,E,Excellent,,,7.32x7.39x4.63,Excellent,Canada,Oval ,Excellent,,2,,23812.516666666666,23812.516666666666,0.0
9746,1.53,GemEx,VS1,J,Excellent,,,7.43x7.49x4.55,Excellent,Botswana,Round,Excellent,,2,,12337.7,12337.7,0.0
9747,0.51,AGSL,SI2,I,Very good,60.0,False,5.18x5.21x3.12,Excellent,South Africa,ROUND,Excellent,,1,,1242.85,1242.85,0.0
9748,0.51,AGSL,SI2,J,Excellent,62.3,,5.08x5.12x3.18,Excellent,Russia,Round,Excellent,57.0,1,,1177.55,1177.55,0.0
9749,0.91,AGSL,VS1,I,Very good,61.8,,6.16x6.21x3.82,Excellent,Russia,Round,Excellent,59.0,1,,4677.593333333334,4677.593333333334,0.0
9750,3.51,AGSL,VS1,K,Excellent,62.0,,9.76x9.7x6.03,Excellent,Russia,Emerald,Excellent,57.0,2,,55122.45,0.0,0.0
9751,0.7,AGSL,SI2,G,Good,,,5.6x5.55x3.49,Good,Russia,Pear,Good,,1,,2413.7343452380946,2413.7343452380946,0.0
9752,0.7,AGSL,VS2,H,Excellent,,,5.71x5.68x3.54,Excellent,DR Congo,Round,Excellent,,1,,3100.354166666666,0.0,0.0
9753,0.7,GemEx,SI1,J,Excellent,62.6,,5.68x5.67x3.55,Excellent,Russia,Radiant,Excellent,57.0,1,,1988.7,1988.7,0.0
9754,0.7,AGSL,SI1,H,Very good,63.2,,5.62x5.63x3.55,Excellent,Russia,Round,Excellent,,1,,2729.85,2729.85,0.0
